data;volume_Quantidade
2025-10-04;197.03417286109618
2025-10-05;239.19364232526277
2025-10-06;301.14092061751194
2025-10-07;261.7929231282386
2025-10-08;367.6616665333088
2025-10-09;239.1070211690792
2025-10-10;217.601546501087
2025-10-11;139.00571622902646
2025-10-12;229.82279958706317
2025-10-13;181.06017093757794
2025-10-14;482.07400605204487
2025-10-15;375.80209229823504
2025-10-16;662.5413825806208
2025-10-17;954.9404937868744
2025-10-18;139.453050574362
2025-10-19;238.49507939913485
2025-10-20;293.7652325595798
2025-10-21;485.34235539975293
2025-10-22;437.0783664846474
2025-10-23;387.52387464649985
2025-10-24;215.04973701484892
2025-10-25;797.867754720364
2025-10-26;418.8740477507913
2025-10-27;432.89183636789517
2025-10-28;752.3476433265407
2025-10-29;218.28330346699875
2025-10-30;274.4973285064111
2025-10-31;324.96997758270766
2025-11-01;146.45482826254465
2025-11-02;469.31463122803075
