data;volume_Quantidade
2025-09-28;15.224323088486571
2025-09-29;55.75669042817767
2025-09-30;58.09123694830438
2025-10-01;55.43592424581209
2025-10-02;61.52552448584779
2025-10-03;66.31459586574945
2025-10-04;61.04136419369738
2025-10-05;12.668494593386994
2025-10-06;41.11487921890748
2025-10-07;64.4749982993922
2025-10-08;45.39853703580077
2025-10-09;65.15491922631128
2025-10-10;61.68774271553337
2025-10-11;48.295393632284295
2025-10-12;17.761583018134402
2025-10-13;46.39671100628161
2025-10-14;39.00490026619497
2025-10-15;71.5295784005635
2025-10-16;62.041223894904455
2025-10-17;58.51138367301745
2025-10-18;57.34140904117563
2025-10-19;13.474383894384626
2025-10-20;79.30031496316882
2025-10-21;43.2109494799177
2025-10-22;73.13711650411966
2025-10-23;69.11718654649027
2025-10-24;62.591208758062045
2025-10-25;52.930347731599284
2025-10-26;12.169326626970175
2025-10-27;69.25847093773366
