data;volume_Quantidade
2025-10-04;33.57915608045741
2025-10-05;108.1336875783723
2025-10-06;339.76200363678936
2025-10-07;105.0790346903566
2025-10-08;51.977619640241386
2025-10-09;80.59714858716171
2025-10-10;235.19169326996212
2025-10-11;116.13921347373247
2025-10-12;256.51926505798707
2025-10-13;178.54382430760427
2025-10-14;247.3879241791285
2025-10-15;112.198239391149
2025-10-16;117.65953935473755
2025-10-17;147.21218494655875
2025-10-18;160.4347542031827
2025-10-19;175.40156909496994
2025-10-20;257.83960331612127
2025-10-21;262.42643210922324
2025-10-22;119.48152714255502
2025-10-23;287.5603660609995
2025-10-24;146.72421118007617
2025-10-25;102.15062903330693
2025-10-26;53.29354431131219
2025-10-27;174.94612904530993
2025-10-28;156.58420242171314
2025-10-29;242.5040219374414
2025-10-30;111.11792237892996
2025-10-31;135.28122319203982
2025-11-01;217.91750642809654
2025-11-02;186.72022105927624
