data;vendas_historicas
2023-09-30;8930.0
2023-10-01;0.0
2023-10-02;7528.0
2023-10-03;61235.0
2023-10-04;17050.0
2023-10-05;110850.0
2023-10-06;1012.93
2023-10-07;54390.0
2023-10-08;195.0
2023-10-09;38045.0
2023-10-10;129653.0
2023-10-11;29380.0
2023-10-12;2407.0
2023-10-13;48310.0
2023-10-14;46886.0
2023-10-15;0.0
2023-10-16;69435.0
2023-10-17;16542.0
2023-10-18;179797.0
2023-10-19;0.0
2023-10-20;112745.0
2023-10-21;59933.0
2023-10-22;4600.0
2023-10-23;0.0
2023-10-24;50425.0
2023-10-25;67800.0
2023-10-26;54270.0
2023-10-27;230250.0
2023-10-28;77320.0
2023-10-29;3200.0
2023-10-30;188095.0
2023-10-31;248640.0
2023-11-01;67600.0
2023-11-02;0.0
2023-11-03;0.0
2023-11-04;0.0
2023-11-05;0.0
2023-11-06;0.0
2023-11-07;100018.0
2023-11-08;35130.0
2023-11-09;115320.0
2023-11-10;11040.0
2023-11-11;216710.0
2023-11-12;270.0
2023-11-13;206176.0
2023-11-14;95980.0
2023-11-15;158458.91
2023-11-16;101090.0
2023-11-17;257570.0
2023-11-18;0.0
2023-11-19;0.0
2023-11-20;0.0
2023-11-21;123398.0
2023-11-22;58191.0
2023-11-23;21500.0
2023-11-24;41055.0
2023-11-25;46335.0
2023-11-26;0.0
2023-11-27;20772.07
2023-11-28;71900.0
2023-11-29;23015.0
2023-11-30;9525.99
2023-12-01;101040.0
2023-12-02;20047.0
2023-12-03;289.0
2023-12-04;3700.0
2023-12-05;17300.0
2023-12-06;39187.0
2023-12-07;30000.0
2023-12-08;114240.0
2023-12-09;0.0
2023-12-10;128000.0
2023-12-11;37638.0
2023-12-12;365675.0
2023-12-13;402412.0
2023-12-14;113976.0
2023-12-15;134444.0
2023-12-16;108244.0
2023-12-17;5640.0
2023-12-18;133090.0
2023-12-19;73724.0
2023-12-20;60945.0
2023-12-21;127065.0
2023-12-22;131265.0
2023-12-23;70606.0
2023-12-24;18885.0
2023-12-25;0.0
2023-12-26;66130.0
2023-12-27;96220.0
2023-12-28;13320.0
2023-12-29;9801.0
2023-12-30;19897.1
2023-12-31;2000.0
2024-01-01;0.0
2024-01-02;262902.0
2024-01-03;113930.0
2024-01-04;14163.0
2024-01-05;0.0
2024-01-06;2661.2
2024-01-07;0.0
2024-01-08;2005.0
2024-01-09;15135.0
2024-01-10;35435.0
2024-01-11;28580.0
2024-01-12;16920.0
2024-01-13;2695.0
2024-01-14;135.0
2024-01-15;19040.0
2024-01-16;11586.0
2024-01-17;33455.0
2024-01-18;159660.89
2024-01-19;98135.0
2024-01-20;27800.0
2024-01-21;1500.0
2024-01-22;10113.0
2024-01-23;26125.0
2024-01-24;2330.0
2024-01-25;221325.0
2024-01-26;12980.0
2024-01-27;38274.0
2024-01-28;0.0
2024-01-29;1635.0
2024-01-30;150.0
2024-01-31;457220.0
2024-02-01;68350.0
2024-02-02;4250.0
2024-02-03;2620.0
2024-02-04;0.0
2024-02-05;385.0
2024-02-06;135.0
2024-02-07;49170.0
2024-02-08;24687.0
2024-02-09;7340.0
2024-02-10;80994.0
2024-02-11;0.0
2024-02-12;8265.0
2024-02-13;4900.0
2024-02-14;95725.0
2024-02-15;15860.0
2024-02-16;2769.0
2024-02-17;100600.0
2024-02-18;135.0
2024-02-19;3400.0
2024-02-20;134100.0
2024-02-21;100440.0
2024-02-22;9880.0
2024-02-23;2520.0
2024-02-24;4753.0
2024-02-25;0.0
2024-02-26;338920.0
2024-02-27;89885.0
2024-02-28;26000.0
2024-02-29;9090.0
2024-03-01;31595.0
2024-03-02;1200.0
2024-03-03;25230.0
2024-03-04;4335.0
2024-03-05;48210.0
2024-03-06;13218.0
2024-03-07;36840.0
2024-03-08;26050.0
2024-03-09;15452.0
2024-03-10;135.0
2024-03-11;966650.0
2024-03-12;17892.0
2024-03-13;120600.0
2024-03-14;109374.0
2024-03-15;33367.0
2024-03-16;25979.0
2024-03-17;0.0
2024-03-18;63350.0
2024-03-19;13430.0
2024-03-20;6635.0
2024-03-21;21905.0
2024-03-22;18190.0
2024-03-23;79950.0
2024-03-24;2218.0
2024-03-25;9125.0
2024-03-26;54670.0
2024-03-27;8718.0
2024-03-28;47700.0
2024-03-29;2570.0
2024-03-30;114800.0
2024-03-31;270.0
2024-04-01;61500.0
2024-04-02;41540.0
2024-04-03;20500.0
2024-04-04;15100.0
2024-04-05;60.0
2024-04-06;7570.0
2024-04-07;0.0
2024-04-08;0.0
2024-04-09;83500.0
2024-04-10;77835.0
2024-04-11;25175.0
2024-04-12;107853.0
2024-04-13;2970.0
2024-04-14;80.0
2024-04-15;13063.0
2024-04-16;208925.0
2024-04-17;165315.0
2024-04-18;95660.0
2024-04-19;8740.0
2024-04-20;10500.0
2024-04-21;280.0
2024-04-22;5248.0
2024-04-23;87525.0
2024-04-24;3660.0
2024-04-25;17400.0
2024-04-26;4832.0
2024-04-27;18100.0
2024-04-28;185.0
2024-04-29;20401.0
2024-04-30;108050.0
2024-05-01;0.0
2024-05-02;9830.0
2024-05-03;95290.0
2024-05-04;27394.0
2024-05-05;0.0
2024-05-06;100050.0
2024-05-07;11800.0
2024-05-08;16650.0
2024-05-09;86849.0
2024-05-10;249990.0
2024-05-11;294254.8
2024-05-12;22940.0
2024-05-13;88500.0
2024-05-14;106179.0
2024-05-15;42399.0
2024-05-16;5400.0
2024-05-17;84680.0
2024-05-18;90.0
2024-05-19;51000.0
2024-05-20;38135.0
2024-05-21;3000.0
2024-05-22;37757.0
2024-05-23;106691.0
2024-05-24;50176.0
2024-05-25;72460.0
2024-05-26;380.0
2024-05-27;10300.0
2024-05-28;98235.0
2024-05-29;60539.0
2024-05-30;4264.0
2024-05-31;21554.0
2024-06-01;83240.0
2024-06-02;2700.0
2024-06-03;5835.0
2024-06-04;193900.0
2024-06-05;110549.0
2024-06-06;72540.0
2024-06-07;103525.0
2024-06-08;520.0
2024-06-09;10000.0
2024-06-10;308530.0
2024-06-11;180916.0
2024-06-12;114290.0
2024-06-13;24708.0
2024-06-14;32026.0
2024-06-15;82040.0
2024-06-16;22333.0
2024-06-17;128530.0
2024-06-18;11795.0
2024-06-19;30420.0
2024-06-20;30930.0
2024-06-21;44155.0
2024-06-22;24175.0
2024-06-23;2950.0
2024-06-24;139375.8
2024-06-25;110125.0
2024-06-26;64260.0
2024-06-27;151060.0
2024-06-28;50047.0
2024-06-29;11840.0
2024-06-30;305.0
2024-07-01;51600.0
2024-07-02;53215.0
2024-07-03;29890.0
2024-07-04;3640.0
2024-07-05;2780.0
2024-07-06;80625.0
2024-07-07;36800.0
2024-07-08;306800.0
2024-07-09;64150.0
2024-07-10;64450.0
2024-07-11;8625.0
2024-07-12;117753.0
2024-07-13;38105.0
2024-07-14;7150.0
2024-07-15;155245.0
2024-07-16;50975.0
2024-07-17;133013.0
2024-07-18;168000.0
2024-07-19;27175.0
2024-07-20;4385.0
2024-07-21;55.0
2024-07-22;125.0
2024-07-23;40355.0
2024-07-24;11200.0
2024-07-25;48765.0
2024-07-26;29800.0
2024-07-27;51153.0
2024-07-28;57425.0
2024-07-29;45645.0
2024-07-30;8300.0
2024-07-31;384080.0
2024-08-01;0.0
2024-08-02;1780.0
2024-08-03;0.0
2024-08-04;0.0
2024-08-05;12015.0
2024-08-06;86880.0
2024-08-07;111466.2
2024-08-08;306100.0
2024-08-09;238340.0
2024-08-10;37590.0
2024-08-11;125.0
2024-08-12;192825.0
2024-08-13;25230.0
2024-08-14;279650.0
2024-08-15;4739.0
2024-08-16;65480.0
2024-08-17;1350.0
2024-08-18;0.0
2024-08-19;64860.0
2024-08-20;7425.0
2024-08-21;29925.0
2024-08-22;57295.0
2024-08-23;38074.0
2024-08-24;4095.0
2024-08-25;0.0
2024-08-26;45125.0
2024-08-27;33035.0
2024-08-28;158186.0
2024-08-29;39085.0
2024-08-30;53040.0
2024-08-31;51051.0
2024-09-01;3200.0
2024-09-02;101081.0
2024-09-03;39175.0
2024-09-04;12935.0
2024-09-05;304315.0
2024-09-06;412960.0
2024-09-07;1550.0
2024-09-08;110.0
2024-09-09;255370.0
2024-09-10;47941.0
2024-09-11;282175.0
2024-09-12;3830.0
2024-09-13;2930.0
2024-09-14;26920.0
2024-09-15;125.0
2024-09-16;1.0
2024-09-17;2185.0
2024-09-18;183025.0
2024-09-19;23520.0
2024-09-20;21260.0
2024-09-21;166.0
2024-09-22;2280.0
2024-09-23;349750.0
2024-09-24;515.0
2024-09-25;22691.0
2024-09-26;40130.0
2024-09-27;5721.0
2024-09-28;15850.0
2024-09-29;0.0
2024-09-30;401290.0
2024-10-01;42870.0
2024-10-02;6470.0
2024-10-03;137000.0
2024-10-04;12215.0
2024-10-05;8039.0
2024-10-06;150.0
2024-10-07;13440.0
2024-10-08;38383.0
2024-10-09;1680.0
2024-10-10;108386.0
2024-10-11;630.0
2024-10-12;42235.0
2024-10-13;0.0
2024-10-14;45800.0
2024-10-15;36870.0
2024-10-16;2352.0
2024-10-17;153600.0
2024-10-18;165050.0
2024-10-19;93301.0
2024-10-20;305.0
2024-10-21;374210.0
2024-10-22;162530.0
2024-10-23;75080.0
2024-10-24;23245.0
2024-10-25;0.0
2024-10-26;4715.0
2024-10-27;220789.0
2024-10-28;15225.0
2024-10-29;30625.0
2024-10-30;80.0
2024-10-31;80575.0
2024-11-01;30592.0
2024-11-02;80.0
2024-11-03;0.0
2024-11-04;20000.0
2024-11-05;168080.0
2024-11-06;135508.0
2024-11-07;169310.0
2024-11-08;58090.0
2024-11-09;29840.0
2024-11-10;10305.0
