data;volume_Quantidade
2025-10-04;117.38809798016393
2025-10-05;101.25362226834
2025-10-06;290.37209165343984
2025-10-07;168.33431848840246
2025-10-08;202.11084343510197
2025-10-09;304.14874873084227
2025-10-10;216.58331068674715
2025-10-11;169.31697024404514
2025-10-12;110.78878646060218
2025-10-13;319.4178071257669
2025-10-14;178.4832354989502
2025-10-15;195.76729469798204
2025-10-16;233.3428960780202
2025-10-17;231.19687275081083
2025-10-18;164.8505099925825
2025-10-19;156.09462747222346
2025-10-20;331.81696294949666
2025-10-21;197.87089252725377
2025-10-22;200.4280836946449
2025-10-23;217.2591300275526
2025-10-24;271.9705841034312
2025-10-25;191.09980330067128
2025-10-26;79.10784182674593
2025-10-27;401.64032952862885
2025-10-28;206.50604359952877
2025-10-29;247.6794304419741
2025-10-30;223.82206015138206
2025-10-31;219.85247843529442
2025-11-01;195.2059182385891
2025-11-02;82.5647022112853
